[fixture] [Mon Aug 31 15:35:39 2026] PHP 8.5.4 Development Server (http://127.0.0.1:8091) started
chromium 151.0.7922.34 (fixture spawned)
tier low-android (low Android (Pixel 4a-class), CPU x6)
  low-android/sha16/inline/cold rep 1/50: solve 90 ms (p2v 151 ms, tx 250773 B, cachehits 0, js 42 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/cold rep 40/50: solve 1184 ms (p2v 1231 ms, tx 173431 B, cachehits 0, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/cold rep 41/50: solve 1590 ms (p2v 1637 ms, tx 173432 B, cachehits 0, js 25 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/cold rep 42/50: solve 1153 ms (p2v 1202 ms, tx 173431 B, cachehits 0, js 25 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/cold rep 43/50: solve 339 ms (p2v 384 ms, tx 173431 B, cachehits 0, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/cold rep 44/50: solve 573 ms (p2v 623 ms, tx 173433 B, cachehits 0, js 24 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/cold rep 45/50: solve 2852 ms (p2v 2899 ms, tx 173432 B, cachehits 0, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/cold rep 46/50: solve 12058 ms (p2v 12105 ms, tx 173433 B, cachehits 0, js 23 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/cold rep 47/50: solve 4232 ms (p2v 4279 ms, tx 173431 B, cachehits 0, js 24 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/cold rep 48/50: solve 1709 ms (p2v 1756 ms, tx 173431 B, cachehits 0, js 24 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/cold rep 49/50: solve 9767 ms (p2v 9814 ms, tx 173432 B, cachehits 0, js 25 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/cold rep 50/50: solve 147 ms (p2v 193 ms, tx 173436 B, cachehits 0, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm pre-warmed the context (rep 0 discarded)

  low-android/sha18/files/warm rep 1/50: solve 159 ms (p2v 213 ms, tx 16829 B, cachehits 2, js 27 ms, wasmC - ms, longtasks 1(51 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 2/50: solve 308 ms (p2v 363 ms, tx 16829 B, cachehits 2, js 27 ms, wasmC - ms, longtasks 1(50 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 3/50: solve 6701 ms (p2v 6751 ms, tx 16831 B, cachehits 2, js 32 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 4/50: solve 5227 ms (p2v 5268 ms, tx 16829 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 5/50: solve 2307 ms (p2v 2360 ms, tx 16833 B, cachehits 2, js 26 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 6/50: solve 243 ms (p2v 291 ms, tx 16828 B, cachehits 2, js 21 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 7/50: solve 5394 ms (p2v 5447 ms, tx 16829 B, cachehits 2, js 25 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 8/50: solve 923 ms (p2v 970 ms, tx 16828 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 9/50: solve 920 ms (p2v 969 ms, tx 16833 B, cachehits 2, js 25 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 10/50: solve 3537 ms (p2v 3586 ms, tx 16828 B, cachehits 2, js 23 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 11/50: solve 316 ms (p2v 359 ms, tx 16829 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 12/50: solve 6717 ms (p2v 6759 ms, tx 16828 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 13/50: solve 1728 ms (p2v 1778 ms, tx 16831 B, cachehits 2, js 25 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 14/50: solve 7653 ms (p2v 7699 ms, tx 16829 B, cachehits 2, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 15/50: solve 2862 ms (p2v 2907 ms, tx 16830 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 16/50: solve 993 ms (p2v 1041 ms, tx 16830 B, cachehits 2, js 23 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 17/50: solve 384 ms (p2v 430 ms, tx 16828 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 18/50: solve 1471 ms (p2v 1516 ms, tx 16828 B, cachehits 2, js 21 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 19/50: solve 3666 ms (p2v 3704 ms, tx 16828 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 20/50: solve 237 ms (p2v 287 ms, tx 16828 B, cachehits 2, js 26 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 21/50: solve 9637 ms (p2v 9696 ms, tx 16833 B, cachehits 2, js 31 ms, wasmC - ms, longtasks 1(55 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 22/50: solve 2647 ms (p2v 2707 ms, tx 16828 B, cachehits 2, js 36 ms, wasmC - ms, longtasks 1(52 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 23/50: solve 862 ms (p2v 913 ms, tx 16831 B, cachehits 2, js 24 ms, wasmC - ms, longtasks 1(58 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 24/50: solve 247 ms (p2v 300 ms, tx 16828 B, cachehits 2, js 25 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 25/50: solve 2872 ms (p2v 2928 ms, tx 16829 B, cachehits 2, js 26 ms, wasmC - ms, longtasks 1(53 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 26/50: solve 2356 ms (p2v 2407 ms, tx 16829 B, cachehits 2, js 23 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 27/50: solve 7492 ms (p2v 7539 ms, tx 16832 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 28/50: solve 1800 ms (p2v 1846 ms, tx 16830 B, cachehits 2, js 21 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 29/50: solve 391 ms (p2v 445 ms, tx 16829 B, cachehits 2, js 27 ms, wasmC - ms, longtasks 1(50 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 30/50: solve 2953 ms (p2v 3017 ms, tx 16831 B, cachehits 2, js 31 ms, wasmC - ms, longtasks 1(57 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 31/50: solve 6865 ms (p2v 6914 ms, tx 16828 B, cachehits 2, js 23 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 32/50: solve 6349 ms (p2v 6392 ms, tx 16829 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 33/50: solve 162 ms (p2v 204 ms, tx 16828 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 34/50: solve 886 ms (p2v 928 ms, tx 16831 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 35/50: solve 553 ms (p2v 594 ms, tx 16830 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 36/50: solve 228 ms (p2v 271 ms, tx 16833 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 37/50: solve 4632 ms (p2v 4670 ms, tx 16828 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 38/50: solve 7563 ms (p2v 7604 ms, tx 16830 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 39/50: solve 1960 ms (p2v 2001 ms, tx 16828 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 40/50: solve 380 ms (p2v 425 ms, tx 16828 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 41/50: solve 1742 ms (p2v 1784 ms, tx 16830 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 42/50: solve 4657 ms (p2v 4697 ms, tx 16828 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 43/50: solve 653 ms (p2v 694 ms, tx 16831 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 44/50: solve 1277 ms (p2v 1315 ms, tx 16831 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 45/50: solve 5476 ms (p2v 5515 ms, tx 16829 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 46/50: solve 708 ms (p2v 746 ms, tx 16830 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 47/50: solve 778 ms (p2v 820 ms, tx 16829 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 48/50: solve 3990 ms (p2v 4034 ms, tx 16828 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 49/50: solve 184 ms (p2v 222 ms, tx 16831 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/files/warm rep 50/50: solve 5692 ms (p2v 5732 ms, tx 16829 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  repeat navigation low-android/sha18/files/warm: p2v 444 ms, tx 16828 B, cachehits 2, load 40 ms
  low-android/sha20/files/cold rep 1/50: solve 1094 ms (p2v 1131 ms, tx 173433 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 2/50: solve 4624 ms (p2v 4658 ms, tx 173431 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 3/50: solve 942 ms (p2v 979 ms, tx 173431 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 4/50: solve 30024 ms (p2v 30059 ms, tx 173431 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 5/50: solve 24848 ms (p2v 24891 ms, tx 173433 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 6/50: solve 18366 ms (p2v 18472 ms, tx 173433 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 7/50: solve 19260 ms (p2v 19308 ms, tx 173433 B, cachehits 0, js 24 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 8/50: solve 2652 ms (p2v 2709 ms, tx 173433 B, cachehits 0, js 34 ms, wasmC - ms, longtasks 1(53 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 9/50: solve 13844 ms (p2v 13899 ms, tx 173432 B, cachehits 0, js 30 ms, wasmC - ms, longtasks 1(51 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 10/50: solve 22489 ms (p2v 22547 ms, tx 173433 B, cachehits 0, js 27 ms, wasmC - ms, longtasks 1(54 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 11/50: solve 2966 ms (p2v 3013 ms, tx 173433 B, cachehits 0, js 23 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 12/50: solve 1811 ms (p2v 1848 ms, tx 173432 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 13/50: solve 1709 ms (p2v 1743 ms, tx 173431 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 14/50: solve 7037 ms (p2v 7077 ms, tx 173432 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 15/50: solve 29108 ms (p2v 29149 ms, tx 173431 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 16/50: solve 1501 ms (p2v 1540 ms, tx 173431 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 17/50: solve 13093 ms (p2v 13128 ms, tx 173431 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 18/50: solve 4062 ms (p2v 4103 ms, tx 173431 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 19/50: solve 5702 ms (p2v 5741 ms, tx 173433 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 20/50: solve 3037 ms (p2v 3073 ms, tx 173433 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 21/50: solve 16457 ms (p2v 16492 ms, tx 173433 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 22/50: solve 2770 ms (p2v 2809 ms, tx 173432 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 23/50: solve 10486 ms (p2v 10530 ms, tx 173433 B, cachehits 0, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 24/50: solve 9618 ms (p2v 9658 ms, tx 173431 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 25/50: solve 2904 ms (p2v 2941 ms, tx 173431 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 26/50: solve 13154 ms (p2v 13192 ms, tx 173434 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 27/50: solve 34304 ms (p2v 34343 ms, tx 173433 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 28/50: solve 9862 ms (p2v 9898 ms, tx 173431 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 29/50: solve 9510 ms (p2v 9546 ms, tx 173431 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 30/50: solve 10160 ms (p2v 10196 ms, tx 173435 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 31/50: solve 6413 ms (p2v 6452 ms, tx 173432 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 32/50: solve 6330 ms (p2v 6369 ms, tx 173432 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 33/50: solve - ms (p2v - ms, tx 173740 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB TIMED OUT ERRORS=1)
  low-android/sha20/files/cold rep 34/50: solve 1501 ms (p2v 1558 ms, tx 173431 B, cachehits 0, js 27 ms, wasmC - ms, longtasks 1(51 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 35/50: solve 12011 ms (p2v 12059 ms, tx 173431 B, cachehits 0, js 26 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 36/50: solve 11678 ms (p2v 11723 ms, tx 173431 B, cachehits 0, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 37/50: solve 2924 ms (p2v 2975 ms, tx 173431 B, cachehits 0, js 24 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 38/50: solve 5207 ms (p2v 5260 ms, tx 173432 B, cachehits 0, js 24 ms, wasmC - ms, longtasks 1(50 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 39/50: solve 4125 ms (p2v 4188 ms, tx 173436 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 1(61 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 40/50: solve 693 ms (p2v 747 ms, tx 173435 B, cachehits 0, js 30 ms, wasmC - ms, longtasks 1(54 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 41/50: solve 11028 ms (p2v 11081 ms, tx 173431 B, cachehits 0, js 27 ms, wasmC - ms, longtasks 1(52 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 42/50: solve 714 ms (p2v 759 ms, tx 173433 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 43/50: solve 20592 ms (p2v 20640 ms, tx 173432 B, cachehits 0, js 24 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 44/50: solve 3571 ms (p2v 3614 ms, tx 173434 B, cachehits 0, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 45/50: solve 21246 ms (p2v 21293 ms, tx 173432 B, cachehits 0, js 25 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 46/50: solve 2781 ms (p2v 2840 ms, tx 173431 B, cachehits 0, js 31 ms, wasmC - ms, longtasks 1(58 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 47/50: solve 4491 ms (p2v 4544 ms, tx 173431 B, cachehits 0, js 27 ms, wasmC - ms, longtasks 1(50 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 48/50: solve 14575 ms (p2v 14619 ms, tx 173431 B, cachehits 0, js 21 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 49/50: solve 9170 ms (p2v 9214 ms, tx 173431 B, cachehits 0, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/cold rep 50/50: solve 1874 ms (p2v 1923 ms, tx 173434 B, cachehits 0, js 23 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm pre-warmed the context (rep 0 discarded)

  low-android/sha20/files/warm rep 1/50: solve 18318 ms (p2v 18365 ms, tx 16830 B, cachehits 2, js 25 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 2/50: solve 193 ms (p2v 244 ms, tx 16830 B, cachehits 2, js 25 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 3/50: solve 5556 ms (p2v 5606 ms, tx 16828 B, cachehits 2, js 25 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 4/50: solve 10413 ms (p2v 10465 ms, tx 16830 B, cachehits 2, js 28 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 5/50: solve 34156 ms (p2v 34203 ms, tx 16829 B, cachehits 2, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 6/50: solve 2667 ms (p2v 2717 ms, tx 16830 B, cachehits 2, js 26 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 7/50: solve - ms (p2v - ms, tx 17138 B, cachehits 2, js 25 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB TIMED OUT ERRORS=1)
  low-android/sha20/files/warm rep 8/50: solve 5411 ms (p2v 5459 ms, tx 16829 B, cachehits 2, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 9/50: solve 6854 ms (p2v 6902 ms, tx 16828 B, cachehits 2, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 10/50: solve 24047 ms (p2v 24097 ms, tx 16830 B, cachehits 2, js 25 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 11/50: solve 6230 ms (p2v 6280 ms, tx 16829 B, cachehits 2, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 12/50: solve 2902 ms (p2v 2955 ms, tx 16832 B, cachehits 2, js 26 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 13/50: solve 861 ms (p2v 914 ms, tx 16830 B, cachehits 2, js 26 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 14/50: solve 3559 ms (p2v 3608 ms, tx 16829 B, cachehits 2, js 25 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 15/50: solve 1493 ms (p2v 1548 ms, tx 16828 B, cachehits 2, js 26 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 16/50: solve 7566 ms (p2v 7618 ms, tx 16828 B, cachehits 2, js 26 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 17/50: solve 10632 ms (p2v 10683 ms, tx 16830 B, cachehits 2, js 23 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 18/50: solve 11620 ms (p2v 11679 ms, tx 16828 B, cachehits 2, js 26 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 19/50: solve 32961 ms (p2v 33014 ms, tx 16828 B, cachehits 2, js 27 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 20/50: solve 22722 ms (p2v 22792 ms, tx 16830 B, cachehits 2, js 31 ms, wasmC - ms, longtasks 1(55 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 21/50: solve 5353 ms (p2v 5406 ms, tx 16828 B, cachehits 2, js 27 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 22/50: solve 26723 ms (p2v 26771 ms, tx 16830 B, cachehits 2, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 23/50: solve 8897 ms (p2v 8949 ms, tx 16830 B, cachehits 2, js 27 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 24/50: solve 2283 ms (p2v 2330 ms, tx 16832 B, cachehits 2, js 24 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 25/50: solve 2413 ms (p2v 2458 ms, tx 16828 B, cachehits 2, js 21 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 26/50: solve 11992 ms (p2v 12040 ms, tx 16828 B, cachehits 2, js 23 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 27/50: solve 17995 ms (p2v 18047 ms, tx 16828 B, cachehits 2, js 25 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 28/50: solve 21255 ms (p2v 21302 ms, tx 16830 B, cachehits 2, js 21 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 29/50: solve 15094 ms (p2v 15139 ms, tx 16829 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 30/50: solve 5910 ms (p2v 5959 ms, tx 16828 B, cachehits 2, js 25 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 31/50: solve 13502 ms (p2v 13546 ms, tx 16830 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 32/50: solve 8959 ms (p2v 9006 ms, tx 16828 B, cachehits 2, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 33/50: solve 10306 ms (p2v 10355 ms, tx 16829 B, cachehits 2, js 24 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 34/50: solve 22598 ms (p2v 22647 ms, tx 16828 B, cachehits 2, js 23 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 35/50: solve 6084 ms (p2v 6137 ms, tx 16829 B, cachehits 2, js 23 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 36/50: solve 6824 ms (p2v 6874 ms, tx 16829 B, cachehits 2, js 25 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 37/50: solve 7372 ms (p2v 7421 ms, tx 16829 B, cachehits 2, js 26 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/files/warm rep 38/50: solve 2660 ms (p2v 2707 ms, tx 16829 B, cachehits 2, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
